Date,High,Low,Open,Close,Volume,Adj Close
2018-02-12,318.0799865722656,306.25,316.1300048828125,315.7300109863281,6227800,315.7300109863281
2018-02-13,324.19000244140625,312.510009765625,315.0199890136719,323.6600036621094,4560200,323.6600036621094
2018-02-14,326.1700134277344,318.5199890136719,320.8399963378906,322.30999755859375,3950700,322.30999755859375
2018-02-15,334.1199951171875,322.3999938964844,324.5,334.07000732421875,5912900,334.07000732421875
2018-02-16,343.1199951171875,331.6400146484375,332.5,335.489990234375,5642600,335.489990234375
2018-02-20,340.8399963378906,331.5,334.4700012207031,334.7699890136719,4009400,334.7699890136719
2018-02-21,339.69000244140625,333.1700134277344,336.0299987792969,333.29998779296875,3219600,333.29998779296875
2018-02-22,347.44000244140625,334.75,335.5299987792969,346.1700134277344,6969800,346.1700134277344
2018-02-23,354.989990234375,347.1000061035156,347.8299865722656,352.04998779296875,5817400,352.04998779296875
2018-02-26,359.0,352.3599853515625,353.5,357.4200134277344,4340000,357.4200134277344
2018-02-27,359.989990234375,350.010009765625,356.25,350.989990234375,4797400,350.989990234375
2018-02-28,355.239990234375,342.2200012207031,352.57000732421875,343.05999755859375,6069700,343.05999755859375
2018-03-01,348.6700134277344,330.07000732421875,345.010009765625,330.92999267578125,6885600,330.92999267578125
2018-03-02,335.2200012207031,322.9700012207031,326.9800109863281,335.1199951171875,5092800,335.1199951171875
2018-03-05,337.75,329.2900085449219,332.3900146484375,333.3500061035156,3823800,333.3500061035156
2018-03-06,336.3699951171875,327.0299987792969,333.75,328.20001220703125,4285700,328.20001220703125
2018-03-07,332.5,321.739990234375,325.44000244140625,332.29998779296875,5007300,332.29998779296875
2018-03-08,333.29998779296875,326.2699890136719,332.8599853515625,329.1000061035156,3566200,329.1000061035156
2018-03-09,328.489990234375,322.3699951171875,324.1000061035156,327.1700134277344,5506800,327.1700134277344
2018-03-12,347.2099914550781,326.5,328.6099853515625,345.510009765625,8264000,345.510009765625
2018-03-13,347.2099914550781,326.5,328.6099853515625,341.8399963378906,5965800,341.8399963378906
2018-03-14,339.80999755859375,323.92999267578125,336.760009765625,326.6300048828125,7967400,326.6300048828125
2018-03-15,332.8500061035156,321.1000061035156,329.3800048828125,325.6000061035156,6564800,325.6000061035156
2018-03-16,327.3999938964844,319.07000732421875,322.92999267578125,321.3500061035156,6117300,321.3500061035156
2018-03-19,320.75,309.6700134277344,316.5,313.55999755859375,7484300,313.55999755859375
2018-03-20,316.25,308.760009765625,314.8699951171875,310.54998779296875,4764300,310.54998779296875
2018-03-21,322.44000244140625,310.19000244140625,310.25,316.5299987792969,5958400,316.5299987792969
2018-03-22,318.82000732421875,308.17999267578125,313.8900146484375,309.1000061035156,4939800,309.1000061035156
2018-03-23,311.25,300.45001220703125,311.25,301.5400085449219,6654900,301.5400085449219
2018-03-26,307.5899963378906,291.3599853515625,307.3399963378906,304.17999267578125,8375200,304.17999267578125
2018-03-27,304.2699890136719,277.17999267578125,304.0,279.17999267578125,13872000,279.17999267578125
2018-03-28,268.67999267578125,252.10000610351562,264.5799865722656,257.7799987792969,21001400,257.7799987792969
2018-03-29,270.9599914550781,248.2100067138672,256.489990234375,266.1300048828125,15170700,266.1300048828125
2018-04-02,260.3299865722656,244.58999633789062,256.260009765625,252.47999572753906,16114000,252.47999572753906
2018-04-03,273.3500061035156,254.49000549316406,269.82000732421875,267.5299987792969,18844400,267.5299987792969
2018-04-04,288.3699951171875,252.0,252.77999877929688,286.94000244140625,19896700,286.94000244140625
2018-04-05,306.260009765625,288.20001220703125,289.3399963378906,305.7200012207031,19121100,305.7200012207031
2018-04-06,309.2799987792969,295.5,301.0,299.29998779296875,13520300,299.29998779296875
2018-04-09,309.5,289.2099914550781,300.3699951171875,289.6600036621094,10249800,289.6600036621094
2018-04-10,307.1000061035156,293.67999267578125,298.9700012207031,304.70001220703125,10989800,304.70001220703125
2018-04-11,308.9800109863281,299.6600036621094,300.739990234375,300.92999267578125,7482900,300.92999267578125
2018-04-12,303.95001220703125,293.67999267578125,302.32000732421875,294.0799865722656,7608800,294.0799865722656
2018-04-13,303.95001220703125,295.9800109863281,303.6000061035156,300.3399963378906,7327200,300.3399963378906
2018-04-16,299.6600036621094,289.010009765625,299.0,291.2099914550781,6338500,291.2099914550781
2018-04-17,292.1700134277344,282.510009765625,288.8699951171875,287.69000244140625,7000000,287.69000244140625
2018-04-18,300.239990234375,288.1600036621094,291.0799865722656,293.3500061035156,6557700,293.3500061035156
2018-04-19,301.010009765625,288.54998779296875,291.0799865722656,300.0799865722656,6090600,300.0799865722656
2018-04-20,299.9800109863281,289.75,295.1700134277344,290.239990234375,5627900,290.239990234375
2018-04-23,291.6199951171875,282.3299865722656,291.2900085449219,283.3699951171875,4893400,283.3699951171875
2018-04-24,287.0899963378906,278.4599914550781,285.0,283.4599914550781,5685300,283.4599914550781
2018-04-25,285.1600036621094,277.25,283.5,280.69000244140625,4013600,280.69000244140625
2018-04-26,285.7900085449219,276.5,278.75,285.4800109863281,4356000,285.4800109863281
2018-04-27,294.4700012207031,283.8299865722656,285.3699951171875,294.0799865722656,4364600,294.0799865722656
2018-04-30,298.7300109863281,292.5,293.6099853515625,293.8999938964844,4228200,293.8999938964844
2018-05-01,300.82000732421875,293.2200012207031,293.510009765625,299.9200134277344,4625600,299.9200134277344
2018-05-02,306.8500061035156,297.7799987792969,298.57000732421875,301.1499938964844,8970400,301.1499938964844
2018-05-03,288.0400085449219,275.2300109863281,278.7900085449219,284.45001220703125,17352100,284.45001220703125
2018-05-04,296.8599853515625,279.5199890136719,283.0,294.0899963378906,8569400,294.0899963378906
2018-05-07,305.9599914550781,295.1700134277344,297.5,302.7699890136719,8678200,302.7699890136719
2018-05-08,307.75,299.0,300.79998779296875,301.9700012207031,5930000,301.9700012207031
2018-05-09,307.010009765625,300.04998779296875,300.4100036621094,306.8500061035156,5727400,306.8500061035156
2018-05-10,312.989990234375,304.1099853515625,307.5,305.0199890136719,5651600,305.0199890136719
2018-05-11,308.8800048828125,299.0799865722656,307.70001220703125,301.05999755859375,4679600,301.05999755859375
2018-05-14,304.94000244140625,291.6199951171875,303.32000732421875,291.9700012207031,7286800,291.9700012207031
2018-05-15,286.9599914550781,280.5,285.010009765625,284.17999267578125,9519200,284.17999267578125
2018-05-16,288.80999755859375,281.55999755859375,283.8299865722656,286.4800109863281,5674000,286.4800109863281
2018-05-17,289.19000244140625,283.9700012207031,285.8999938964844,284.5400085449219,4420600,284.5400085449219
2018-05-18,284.6499938964844,274.0,284.6499938964844,276.82000732421875,7251900,276.82000732421875
2018-05-21,291.489990234375,281.29998779296875,281.3299865722656,284.489990234375,9182600,284.489990234375
2018-05-22,288.0,273.4200134277344,287.760009765625,275.010009765625,8945800,275.010009765625
2018-05-23,279.9100036621094,274.0,277.760009765625,279.07000732421875,5953100,279.07000732421875
2018-05-24,281.1099853515625,274.8900146484375,278.3999938964844,277.8500061035156,4176700,277.8500061035156
2018-05-25,279.6400146484375,275.6099853515625,277.6300048828125,278.8500061035156,3875100,278.8500061035156
2018-05-29,286.5,276.1499938964844,278.510009765625,283.760009765625,5666600,283.760009765625
2018-05-30,295.010009765625,281.6000061035156,283.2900085449219,291.7200012207031,7489700,291.7200012207031
2018-05-31,290.3699951171875,282.92999267578125,287.2099914550781,284.7300109863281,5919700,284.7300109863281
2018-06-01,291.95001220703125,283.8399963378906,285.8599853515625,291.82000732421875,5424400,291.82000732421875
2018-06-04,299.0,293.54998779296875,294.3399963378906,296.739990234375,4797800,296.739990234375
2018-06-05,297.79998779296875,286.739990234375,297.70001220703125,291.1300048828125,5995200,291.1300048828125
2018-06-06,322.1700134277344,297.4800109863281,300.5,319.5,18767300,319.5
2018-06-07,330.0,313.5799865722656,316.1499938964844,316.0899963378906,14345300,316.0899963378906
2018-06-08,324.4800109863281,317.1499938964844,319.0,317.6600036621094,8205200,317.6600036621094
2018-06-11,334.6600036621094,322.5,322.510009765625,332.1000061035156,13183500,332.1000061035156
2018-06-12,354.9700012207031,338.0,344.70001220703125,342.7699890136719,22347400,342.7699890136719
2018-06-13,347.20001220703125,339.79998779296875,346.7099914550781,344.7799987792969,9469800,344.7799987792969
2018-06-14,358.75,346.6000061035156,347.6300048828125,357.7200012207031,10981000,357.7200012207031
2018-06-15,364.6700134277344,351.25,353.8399963378906,358.1700134277344,10848300,358.1700134277344
2018-06-18,373.7300109863281,354.5,355.3999938964844,370.8299865722656,12073200,370.8299865722656
2018-06-19,370.0,346.25,365.1600036621094,352.54998779296875,12761900,352.54998779296875
2018-06-20,364.3800048828125,352.0,358.0400085449219,362.2200012207031,8383700,362.2200012207031
2018-06-21,366.2099914550781,346.2699890136719,362.0,347.510009765625,7967100,347.510009765625
2018-06-22,352.25,332.0,351.5400085449219,333.6300048828125,10266100,333.6300048828125
2018-06-25,338.4700012207031,327.5,330.1199951171875,333.010009765625,6931300,333.010009765625
2018-06-26,343.54998779296875,325.79998779296875,336.04998779296875,342.0,7452500,342.0
2018-06-27,350.7900085449219,339.5,345.0,344.5,8333700,344.5
2018-06-28,357.0199890136719,346.1099853515625,348.6600036621094,349.92999267578125,8398000,349.92999267578125
2018-06-29,353.8599853515625,342.4100036621094,353.3299865722656,342.95001220703125,6492400,342.95001220703125
2018-07-02,364.7799987792969,329.8500061035156,360.07000732421875,335.07000732421875,18759800,335.07000732421875
2018-07-03,332.489990234375,309.69000244140625,331.75,310.8599853515625,12282600,310.8599853515625
2018-07-05,314.3900146484375,296.2200012207031,313.760009765625,309.1600036621094,17476400,309.1600036621094
2018-07-06,312.07000732421875,302.0,304.95001220703125,308.8999938964844,8865500,308.8999938964844
2018-07-09,318.5199890136719,308.0,311.989990234375,318.510009765625,7596800,318.510009765625
2018-07-10,327.67999267578125,319.20001220703125,324.55999755859375,322.4700012207031,9471500,322.4700012207031
2018-07-11,321.94000244140625,315.07000732421875,315.79998779296875,318.9599914550781,4884100,318.9599914550781
2018-07-12,323.2300109863281,312.7699890136719,321.42999267578125,316.7099914550781,5721200,316.7099914550781
2018-07-13,319.5799865722656,309.25,315.5799865722656,318.8699951171875,5869800,318.8699951171875
2018-07-16,315.1600036621094,306.25,311.7099914550781,310.1000061035156,7818700,310.1000061035156
2018-07-17,324.739990234375,308.5,308.80999755859375,322.69000244140625,6996200,322.69000244140625
2018-07-18,325.5,316.25,325.0,323.8500061035156,5624200,323.8500061035156
2018-07-19,323.5400085449219,314.010009765625,316.3299865722656,320.2300109863281,5915300,320.2300109863281
2018-07-20,323.239990234375,311.7099914550781,321.2300109863281,313.5799865722656,5162200,313.5799865722656
2018-07-23,305.5,292.8599853515625,301.8399963378906,303.20001220703125,10992900,303.20001220703125
2018-07-24,307.7200012207031,292.54998779296875,304.4200134277344,297.42999267578125,9590800,297.42999267578125
2018-07-25,309.6199951171875,294.5,296.739990234375,308.739990234375,7075400,308.739990234375
2018-07-26,310.70001220703125,303.6400146484375,304.8500061035156,306.6499938964844,4630500,306.6499938964844
2018-07-27,307.69000244140625,295.3399963378906,307.25,297.17999267578125,5703300,297.17999267578125
2018-07-30,296.1000061035156,286.1300048828125,295.8999938964844,290.1700134277344,6814100,290.1700134277344
2018-07-31,298.32000732421875,289.07000732421875,292.25,298.1400146484375,5076900,298.1400146484375
2018-08-01,303.0,293.0,297.989990234375,300.8399963378906,10129400,300.8399963378906
2018-08-02,349.989990234375,323.1600036621094,328.44000244140625,349.5400085449219,23215000,349.5400085449219
2018-08-03,355.0,342.5299987792969,347.80999755859375,348.1700134277344,13656500,348.1700134277344
2018-08-06,354.9800109863281,341.82000732421875,345.4599914550781,341.989990234375,8564300,341.989990234375
2018-08-07,387.4599914550781,339.1499938964844,343.8399963378906,379.57000732421875,30875800,379.57000732421875
2018-08-08,382.6400146484375,367.1199951171875,369.0899963378906,370.3399963378906,24571200,370.3399963378906
2018-08-09,367.010009765625,345.7300109863281,365.54998779296875,352.45001220703125,17103700,352.45001220703125
2018-08-10,360.0,346.0,354.0,355.489990234375,11552000,355.489990234375
2018-08-13,363.19000244140625,349.0199890136719,361.1300048828125,356.4100036621094,10450200,356.4100036621094
2018-08-14,359.20001220703125,347.1000061035156,358.45001220703125,347.6400146484375,6986400,347.6400146484375
2018-08-15,344.489990234375,332.1400146484375,341.9100036621094,338.69000244140625,9101300,338.69000244140625
2018-08-16,342.2799987792969,333.82000732421875,339.9100036621094,335.45001220703125,6064000,335.45001220703125
2018-08-17,326.7699890136719,303.5299987792969,323.5,305.5,18958600,305.5
2018-08-20,308.5,288.20001220703125,291.70001220703125,308.44000244140625,17402300,308.44000244140625
2018-08-21,324.7900085449219,309.0,310.6099853515625,321.8999938964844,13172200,321.8999938964844
2018-08-22,323.8800048828125,314.6700134277344,320.8699951171875,321.6400146484375,5946000,321.6400146484375
2018-08-23,327.32000732421875,318.1000061035156,319.1400146484375,320.1000061035156,5147300,320.1000061035156
2018-08-24,323.8500061035156,319.3999938964844,320.70001220703125,322.82000732421875,3602600,322.82000732421875
2018-08-27,322.44000244140625,308.80999755859375,318.0,319.2699890136719,13079300,319.2699890136719
2018-08-28,318.8800048828125,311.19000244140625,318.4100036621094,311.8599853515625,7649100,311.8599853515625
2018-08-29,311.8500061035156,303.69000244140625,310.2699890136719,305.010009765625,7447400,305.010009765625
2018-08-30,304.6000061035156,297.7200012207031,302.260009765625,303.1499938964844,7216700,303.1499938964844
2018-08-31,305.30999755859375,298.6000061035156,302.0,301.6600036621094,5375100,301.6600036621094
2018-09-04,298.19000244140625,288.0,296.94000244140625,288.95001220703125,8350500,288.95001220703125
2018-09-05,286.7799987792969,277.17999267578125,285.04998779296875,280.739990234375,7720800,280.739990234375
2018-09-06,291.1700134277344,278.8800048828125,284.79998779296875,280.95001220703125,7480800,280.95001220703125
2018-09-07,268.3500061035156,252.25,260.1000061035156,263.239990234375,22491900,263.239990234375
2018-09-10,286.0299987792969,271.0,273.260009765625,285.5,14283500,285.5
2018-09-11,282.0,273.54998779296875,279.4700012207031,279.44000244140625,9170000,279.44000244140625
2018-09-12,292.5,278.6499938964844,281.44000244140625,290.5400085449219,10015400,290.5400085449219
2018-09-13,295.0,285.17999267578125,288.0199890136719,289.4599914550781,6340300,289.4599914550781
2018-09-14,297.3299865722656,286.5199890136719,288.760009765625,295.20001220703125,6765600,295.20001220703125
2018-09-17,300.8699951171875,288.1300048828125,290.0400085449219,294.8399963378906,6887600,294.8399963378906
2018-09-18,302.6400146484375,275.5,296.69000244140625,284.9599914550781,16547500,284.9599914550781
2018-09-19,300.0,280.5,280.510009765625,299.0199890136719,8294900,299.0199890136719
2018-09-20,305.9800109863281,293.3299865722656,303.55999755859375,298.3299865722656,7349400,298.3299865722656
2018-09-21,300.5799865722656,295.3699951171875,297.70001220703125,299.1000061035156,5050500,299.1000061035156
2018-09-24,303.0,293.5799865722656,298.4800109863281,299.67999267578125,4843000,299.67999267578125
2018-09-25,304.6000061035156,296.5,300.0,300.989990234375,4481700,300.989990234375
2018-09-26,313.8900146484375,301.1099853515625,301.9100036621094,309.5799865722656,7843200,309.5799865722656
2018-09-27,314.9599914550781,306.9100036621094,312.8999938964844,307.5199890136719,8509100,307.5199890136719
2018-09-28,278.0,260.55999755859375,270.260009765625,264.7699890136719,33649700,264.7699890136719
2018-10-01,311.44000244140625,301.04998779296875,305.7699890136719,310.70001220703125,21777600,310.70001220703125
2018-10-02,316.8399963378906,299.1499938964844,313.95001220703125,301.0199890136719,11743500,301.0199890136719
2018-10-03,304.6000061035156,291.57000732421875,303.3299865722656,294.79998779296875,7995000,294.79998779296875
2018-10-04,294.0,277.6700134277344,293.95001220703125,281.8299865722656,9814200,281.8299865722656
2018-10-05,274.8800048828125,260.0,274.6499938964844,261.95001220703125,17944500,261.95001220703125
2018-10-08,267.760009765625,249.0,264.5199890136719,250.55999755859375,13472700,250.55999755859375
2018-10-09,266.7699890136719,253.3000030517578,255.25,262.79998779296875,12060600,262.79998779296875
2018-10-10,265.510009765625,247.77000427246094,264.6099853515625,256.8800048828125,12815300,256.8800048828125
2018-10-11,262.25,249.02999877929688,257.5299987792969,252.22999572753906,8167700,252.22999572753906
2018-10-12,261.989990234375,252.00999450683594,261.0,258.7799987792969,7201400,258.7799987792969
2018-10-15,263.2799987792969,254.5399932861328,259.05999755859375,259.5899963378906,6200000,259.5899963378906
2018-10-16,277.3800048828125,262.239990234375,265.70001220703125,276.5899963378906,9526400,276.5899963378906
2018-10-17,282.70001220703125,265.79998779296875,282.3999938964844,271.7799987792969,8655500,271.7799987792969
2018-10-18,271.0,263.0,269.2900085449219,263.9100036621094,5421200,263.9100036621094
2018-10-19,269.6600036621094,253.5,267.3900146484375,260.0,9375500,260.0
2018-10-22,261.8599853515625,252.58999633789062,260.67999267578125,260.95001220703125,5600300,260.95001220703125
2018-10-23,297.92999267578125,262.1000061035156,263.8699951171875,294.1400146484375,19027800,294.1400146484375
2018-10-24,304.44000244140625,285.7300109863281,301.04998779296875,288.5,20058300,288.5
2018-10-25,321.0,301.010009765625,317.2200012207031,314.8599853515625,20840700,314.8599853515625
2018-10-26,339.8999938964844,306.6499938964844,308.25,330.8999938964844,27425500,330.8999938964844
2018-10-29,347.1600036621094,326.5,337.4700012207031,334.8500061035156,14486000,334.8500061035156
2018-10-30,337.8999938964844,322.260009765625,328.3900146484375,329.8999938964844,9126700,329.8999938964844
2018-10-31,342.0,329.1000061035156,332.5400085449219,337.32000732421875,7624300,337.32000732421875
2018-11-01,347.8399963378906,334.7300109863281,338.260009765625,344.2799987792969,8000100,344.2799987792969
2018-11-02,349.20001220703125,340.9100036621094,343.739990234375,346.4100036621094,7808000,346.4100036621094
2018-11-05,343.9599914550781,330.1400146484375,340.5,341.3999938964844,7831000,341.3999938964844
2018-11-06,348.79998779296875,336.0899963378906,339.07000732421875,341.05999755859375,6762900,341.05999755859375
2018-11-07,351.17999267578125,340.79998779296875,343.3399963378906,348.1600036621094,7374500,348.1600036621094
2018-11-08,357.5799865722656,348.44000244140625,348.5,351.3999938964844,7090700,351.3999938964844
2018-11-09,354.0,345.2300109863281,349.0,350.510009765625,5098800,350.510009765625
2018-11-12,349.7799987792969,330.3399963378906,348.3699951171875,331.2799987792969,6941500,331.2799987792969
2018-11-13,344.70001220703125,332.20001220703125,333.1600036621094,338.7300109863281,5448600,338.7300109863281
2018-11-14,347.1099853515625,337.1499938964844,342.70001220703125,344.0,5040300,344.0
2018-11-15,348.5799865722656,339.0400085449219,342.3299865722656,348.44000244140625,4625700,348.44000244140625
2018-11-16,355.70001220703125,345.1199951171875,345.19000244140625,354.30999755859375,7206200,354.30999755859375
2018-11-19,366.75,352.8800048828125,356.3399963378906,353.4700012207031,9708900,353.4700012207031
2018-11-20,349.79998779296875,333.54998779296875,341.75,347.489990234375,8004700,347.489990234375
2018-11-21,353.1000061035156,337.3999938964844,352.0,338.19000244140625,4686800,338.19000244140625
2018-11-23,337.5,325.54998779296875,334.3500061035156,325.8299865722656,4202600,325.8299865722656
2018-11-26,346.2200012207031,325.0,325.0,346.0,7992100,346.0
2018-11-27,346.9599914550781,335.5,340.04998779296875,343.9200134277344,6358300,343.9200134277344
2018-11-28,348.2799987792969,342.2099914550781,345.989990234375,347.8699951171875,4127600,347.8699951171875
2018-11-29,347.5,339.54998779296875,347.0,341.1700134277344,3080700,341.1700134277344
2018-11-30,351.6000061035156,338.260009765625,341.8299865722656,350.4800109863281,5629100,350.4800109863281
2018-12-03,366.0,352.0,360.0,358.489990234375,8306500,358.489990234375
2018-12-04,368.67999267578125,352.0,356.04998779296875,359.70001220703125,8461900,359.70001220703125
2018-12-06,367.3800048828125,350.760009765625,356.010009765625,363.05999755859375,7842500,363.05999755859375
2018-12-07,379.489990234375,357.6499938964844,369.0,357.9700012207031,11511200,357.9700012207031
2018-12-10,365.9800109863281,353.1199951171875,360.0,365.1499938964844,6613500,365.1499938964844
2018-12-11,372.1700134277344,360.2300109863281,369.9100036621094,366.760009765625,6308800,366.760009765625
2018-12-12,371.9100036621094,365.1600036621094,369.4200134277344,366.6000061035156,5027000,366.6000061035156
2018-12-13,377.44000244140625,366.75,370.1499938964844,376.7900085449219,7365900,376.7900085449219
2018-12-14,377.8699951171875,364.3299865722656,375.0,365.7099914550781,6337600,365.7099914550781
2018-12-17,365.70001220703125,343.8800048828125,362.0,348.4200134277344,7674000,348.4200134277344
2018-12-18,351.54998779296875,333.69000244140625,350.5400085449219,337.0299987792969,7100000,337.0299987792969
2018-12-19,347.010009765625,329.739990234375,337.6000061035156,332.9700012207031,8274200,332.9700012207031
2018-12-20,330.2900085449219,311.8699951171875,327.04998779296875,315.3800048828125,9071900,315.3800048828125
2018-12-21,323.4700012207031,312.44000244140625,317.3999938964844,319.7699890136719,8016800,319.7699890136719
2018-12-24,314.5,295.20001220703125,313.5,295.3900146484375,5559900,295.3900146484375
2018-12-26,326.9700012207031,294.0899963378906,300.0,326.0899963378906,8163100,326.0899963378906
2018-12-27,322.1700134277344,301.5,319.8399963378906,316.1300048828125,8575100,316.1300048828125
2018-12-28,336.239990234375,318.4100036621094,323.1000061035156,333.8699951171875,9939000,333.8699951171875
2018-12-31,339.2099914550781,325.260009765625,337.7900085449219,332.79998779296875,6302300,332.79998779296875
